,Configuration,Averaged on Last Epoch,Averaged Max Achieved,Overall Max on Last Epoch,Overall Max Achieved,Averaged Max Epoch
24,"Activation: elu, Optimizer: Adagrad, Dataset-wise Standardized data",97.87000000000002,97.904,97.92,97.96000000000001,93
25,"Activation: elu, Optimizer: Adadelta, Dataset-wise Standardized data",97.84200000000001,97.92,97.99,98.11,73
26,"Activation: elu, Optimizer: Adamax, Dataset-wise Standardized data",98.09,98.11,98.18,98.27,97
27,"Activation: elu, Optimizer: Nadam, Dataset-wise Standardized data",97.62,97.754,97.77,98.0,28
28,"Activation: selu, Optimizer: rmsp, Dataset-wise Standardized data",97.742,97.87599999999999,97.92,98.03,69
29,"Activation: selu, Optimizer: adam, Dataset-wise Standardized data",97.88,97.97399999999999,98.06,98.24000000000001,76
30,"Activation: selu, Optimizer: sgd, Dataset-wise Standardized data",97.782,97.872,97.89,97.92999999999999,98
31,"Activation: selu, Optimizer: Adagrad, Dataset-wise Standardized data",97.742,97.742,97.78,97.84,99
32,"Activation: selu, Optimizer: Adadelta, Dataset-wise Standardized data",97.934,98.024,98.07000000000001,98.22,71
33,"Activation: selu, Optimizer: Adamax, Dataset-wise Standardized data",98.066,98.126,98.13,98.21,68
34,"Activation: selu, Optimizer: Nadam, Dataset-wise Standardized data",97.698,97.866,97.89,98.00999999999999,70
35,"Activation: softplus, Optimizer: rmsp, Dataset-wise Standardized data",96.864,97.542,97.03,97.75,15
36,"Activation: softplus, Optimizer: adam, Dataset-wise Standardized data",97.654,97.72999999999999,97.72999999999999,97.92,28
37,"Activation: softplus, Optimizer: sgd, Dataset-wise Standardized data",97.528,97.528,97.58,97.64,99
38,"Activation: softplus, Optimizer: Adagrad, Dataset-wise Standardized data",97.736,97.736,97.86,97.86,99
39,"Activation: softplus, Optimizer: Adadelta, Dataset-wise Standardized data",97.654,97.78399999999999,97.82,97.96000000000001,34
40,"Activation: softplus, Optimizer: Adamax, Dataset-wise Standardized data",97.856,97.882,98.15,98.18,73
41,"Activation: softplus, Optimizer: Nadam, Dataset-wise Standardized data",97.516,97.586,97.67,97.8,97
42,"Activation: softsign, Optimizer: rmsp, Dataset-wise Standardized data",97.424,97.498,97.59,97.74000000000001,93
43,"Activation: softsign, Optimizer: adam, Dataset-wise Standardized data",97.35,97.38,97.41,97.53,91
44,"Activation: softsign, Optimizer: sgd, Dataset-wise Standardized data",96.834,96.846,96.9,97.03,95
45,"Activation: softsign, Optimizer: Adagrad, Dataset-wise Standardized data",96.944,96.944,97.11,97.11,99
46,"Activation: softsign, Optimizer: Adadelta, Dataset-wise Standardized data",97.45000000000002,97.498,97.50999999999999,97.72,89
47,"Activation: softsign, Optimizer: Adamax, Dataset-wise Standardized data",97.442,97.51199999999999,97.53,97.63,95
48,"Activation: softsign, Optimizer: Nadam, Dataset-wise Standardized data",97.282,97.402,97.41,97.58,87
49,"Activation: hard_sigmoid, Optimizer: rmsp, Dataset-wise Standardized data",97.072,97.238,97.28,97.50999999999999,36
50,"Activation: hard_sigmoid, Optimizer: adam, Dataset-wise Standardized data",97.202,97.36200000000001,97.42,97.59,86
51,"Activation: hard_sigmoid, Optimizer: sgd, Dataset-wise Standardized data",95.922,95.922,96.04,96.06,99
52,"Activation: hard_sigmoid, Optimizer: Adagrad, Dataset-wise Standardized data",96.70400000000001,96.70400000000001,96.9,96.91,99
53,"Activation: hard_sigmoid, Optimizer: Adadelta, Dataset-wise Standardized data",97.34,97.39799999999998,97.54,97.55,62
54,"Activation: hard_sigmoid, Optimizer: Adamax, Dataset-wise Standardized data",97.44,97.45799999999998,97.54,97.59,87
55,"Activation: hard_sigmoid, Optimizer: Nadam, Dataset-wise Standardized data",97.24600000000001,97.37199999999999,97.39,97.55,79
56,"Activation: LeakyReLU, Optimizer: rmsp, Dataset-wise Standardized data",97.212,97.36399999999999,97.31,97.54,98
57,"Activation: LeakyReLU, Optimizer: adam, Dataset-wise Standardized data",97.27599999999998,97.45000000000002,97.39,97.58,82
58,"Activation: LeakyReLU, Optimizer: sgd, Dataset-wise Standardized data",97.20600000000002,97.20600000000002,97.24000000000001,97.32,99
59,"Activation: LeakyReLU, Optimizer: Adagrad, Dataset-wise Standardized data",97.15400000000001,97.15599999999999,97.27,97.3,94
60,"Activation: LeakyReLU, Optimizer: Adadelta, Dataset-wise Standardized data",97.43,97.48800000000001,97.52,97.72999999999999,82
61,"Activation: LeakyReLU, Optimizer: Adamax, Dataset-wise Standardized data",97.554,97.556,97.66,97.7,89
62,"Activation: LeakyReLU, Optimizer: Nadam, Dataset-wise Standardized data",96.96999999999998,97.038,97.25,97.25,49
63,"Activation: ThresholdedReLU, Optimizer: rmsp, Dataset-wise Standardized data",93.782,95.87999999999998,94.3,96.19,6
64,"Activation: ThresholdedReLU, Optimizer: adam, Dataset-wise Standardized data",96.836,96.90799999999999,97.26,97.33000000000001,57
65,"Activation: ThresholdedReLU, Optimizer: sgd, Dataset-wise Standardized data",96.98800000000001,97.012,97.17,97.19,91
66,"Activation: ThresholdedReLU, Optimizer: Adagrad, Dataset-wise Standardized data",96.896,96.91199999999999,97.07000000000001,97.21,98
67,"Activation: ThresholdedReLU, Optimizer: Adadelta, Dataset-wise Standardized data",95.982,96.66600000000001,96.52,96.97,11
68,"Activation: ThresholdedReLU, Optimizer: Adamax, Dataset-wise Standardized data",96.858,97.054,97.13000000000001,97.33000000000001,43
69,"Activation: ThresholdedReLU, Optimizer: Nadam, Dataset-wise Standardized data",96.87599999999999,96.96000000000001,97.14,97.21,56
70,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",96.05799999999999,96.06400000000001,96.27,96.27,98
71,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.386,97.43,97.57000000000001,97.67,98
72,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",61.64999999999999,61.64999999999999,63.1,63.11,99
73,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",95.89999999999999,95.89999999999999,96.05,96.05,99
74,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",95.93599999999999,95.93599999999999,96.06,96.09,99
75,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.30000000000001,97.32999999999998,97.46000000000001,97.58,91
76,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",62.072,62.072,67.56,67.56,99
77,"Activation: sigmoid, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.054,97.142,97.13000000000001,97.32,70
78,"Activation: sigmoid, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.416,97.478,97.53,97.69,89
79,"Activation: sigmoid, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",91.674,91.678,91.83,91.83,98
80,"Activation: sigmoid, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",92.54400000000001,92.54400000000001,92.66,92.66,99
81,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.226,97.272,97.27,97.46000000000001,94
82,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",97.384,97.47999999999999,97.54,97.67,87
83,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.324,97.394,97.48,97.61,93
84,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",90.04199999999999,90.04199999999999,90.25999999999999,90.25999999999999,99
85,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",91.462,91.466,91.74,91.74,97
86,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",93.126,93.13,93.24,93.24,98
87,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",93.126,93.13,93.24,93.24,98
88,"Activation: sigmoid, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",97.244,97.36399999999999,97.39,97.61,90
89,"Activation: sigmoid, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",92.31399999999998,92.31399999999998,92.44,92.46,99
90,"Activation: sigmoid, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",92.05,92.05,92.29,92.29,99
91,"Activation: sigmoid, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",89.488,89.488,89.84,89.84,99
92,"Activation: sigmoid, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",91.188,91.188,91.39,91.41,99
93,"Activation: sigmoid, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",97.27600000000001,97.36200000000001,97.41,97.52,58
94,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",85.99799999999999,85.99799999999999,86.55000000000001,86.55000000000001,99
95,"Activation: sigmoid, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",85.76,85.76,86.67,86.67,99
96,"Activation: sigmoid, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",95.852,95.852,96.02000000000001,96.05,99
97,"Activation: sigmoid, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.418,96.418,96.64,96.67999999999999,99
98,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",94.52000000000001,94.52000000000001,94.63000000000001,94.65,99
99,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",95.43199999999999,95.43199999999999,95.7,95.7,99
100,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.56800000000001,96.56800000000001,96.64,96.64,99
101,"Activation: sigmoid, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.56800000000001,96.56800000000001,96.64,96.64,99
102,"Activation: sigmoid, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",96.28400000000002,96.28400000000002,96.5,96.53,99
103,"Activation: sigmoid, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",96.15,96.15,96.25,96.28,99
104,"Activation: sigmoid, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",92.828,92.82999999999998,92.96,92.96,98
105,"Activation: sigmoid, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",95.35000000000002,95.35199999999999,95.45,95.45,98
106,"Activation: sigmoid, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",97.18,97.318,97.27,97.52,76
107,"Activation: tanh, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.284,97.28999999999999,97.37,97.44,95
108,"Activation: tanh, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.36399999999999,97.5,97.45,97.61,70
109,"Activation: tanh, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",89.436,89.436,89.61,89.61,99
110,"Activation: tanh, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.24400000000001,97.294,97.47,97.47,94
111,"Activation: tanh, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.298,97.376,97.39,97.53,98
112,"Activation: tanh, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.31200000000001,97.402,97.46000000000001,97.61,30
113,"Activation: tanh, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",89.296,89.296,89.78,89.78,99
114,"Activation: tanh, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.15199999999999,97.228,97.18,97.49,53
115,"Activation: tanh, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.28,97.38399999999999,97.45,97.59,57
116,"Activation: tanh, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",94.106,94.11,94.17999999999999,94.17999999999999,96
117,"Activation: tanh, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",94.96600000000001,94.972,95.12,95.12,96
118,"Activation: tanh, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.378,97.39599999999999,97.41,97.55,60
119,"Activation: tanh, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",97.348,97.406,97.42,97.6,65
120,"Activation: tanh, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.294,97.33000000000001,97.4,97.61,49
121,"Activation: tanh, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",93.07399999999998,93.07399999999998,93.2,93.23,99
122,"Activation: tanh, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",94.04199999999999,94.04400000000001,94.1,94.1,96
123,"Activation: tanh, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.45,95.45,95.72,95.73,99
124,"Activation: tanh, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.45,95.45,95.72,95.73,99
125,"Activation: tanh, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",97.20400000000001,97.28,97.38,97.50999999999999,89
126,"Activation: tanh, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",94.812,94.81400000000001,94.96,94.97,98
127,"Activation: tanh, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",94.75999999999999,94.75999999999999,94.95,94.95,99
128,"Activation: tanh, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",92.61800000000001,92.61800000000001,92.75,92.75,99
129,"Activation: tanh, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",93.732,93.732,93.8,93.83,99
130,"Activation: tanh, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",97.03000000000002,97.15399999999998,97.11999999999999,97.36,73
131,"Activation: tanh, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",93.722,93.722,93.83,93.84,99
132,"Activation: tanh, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",93.87,93.87,94.06,94.06,99
133,"Activation: tanh, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",96.844,96.852,96.88,96.89,98
134,"Activation: tanh, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",96.964,96.964,97.07000000000001,97.09,99
135,"Activation: tanh, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",96.28,96.28,96.35000000000001,96.43,99
136,"Activation: tanh, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",96.8,96.81599999999999,97.0,97.06,98
137,"Activation: tanh, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.116,97.15199999999999,97.18,97.26,94
138,"Activation: tanh, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.116,97.15199999999999,97.18,97.26,94
139,"Activation: tanh, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",97.14,97.16000000000001,97.25,97.25,98
140,"Activation: tanh, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",97.03399999999999,97.03399999999999,97.17,97.18,99
141,"Activation: tanh, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",95.074,95.07600000000001,95.16,95.16,98
142,"Activation: tanh, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",96.608,96.608,96.67999999999999,96.67999999999999,99
143,"Activation: tanh, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",97.008,97.15199999999999,97.05,97.41,88
144,"Activation: relu, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.56,97.586,97.61999999999999,97.69,98
145,"Activation: relu, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.628,97.7,97.69,97.91,79
146,"Activation: relu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",89.864,89.864,90.19,90.19,99
147,"Activation: relu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.636,97.66999999999999,97.71,97.81,95
148,"Activation: relu, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.638,97.638,97.77,97.85000000000001,99
149,"Activation: relu, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.568,97.70200000000001,97.6,97.91,66
150,"Activation: relu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",89.974,89.974,90.2,90.2,99
151,"Activation: relu, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",96.74400000000001,96.81,97.19,97.21,72
152,"Activation: relu, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.566,97.64800000000001,97.68,97.92999999999999,51
153,"Activation: relu, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",94.964,94.974,95.21,95.22,98
154,"Activation: relu, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.38600000000001,95.394,95.54,95.55,98
155,"Activation: relu, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",96.976,97.17,97.06,97.39,29
156,"Activation: relu, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",97.34,97.53999999999999,97.38,97.72,52
157,"Activation: relu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.562,97.672,97.65,97.86,54
158,"Activation: relu, Optimizer: Adadelta, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",93.474,93.474,93.63,93.65,99
159,"Activation: relu, Optimizer: Adadelta, rho: 0.900000, Decay: 0.010000, Dataset-wise Standardized data",94.594,94.598,94.86,94.86,98
160,"Activation: relu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.94200000000001,95.946,96.12,96.13000000000001,97
161,"Activation: relu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.94200000000001,95.946,96.12,96.13000000000001,97
162,"Activation: relu, Optimizer: adam, amsgrad: 1.000000, Decay: 0.000000, Dataset-wise Standardized data",97.62599999999999,97.774,97.72999999999999,98.0,76
163,"Activation: relu, Optimizer: adam, amsgrad: 0.000000, Decay: 0.010000, Dataset-wise Standardized data",95.358,95.368,95.57,95.57,96
164,"Activation: relu, Optimizer: adam, amsgrad: 1.000000, Decay: 0.010000, Dataset-wise Standardized data",95.244,95.24999999999999,95.37,95.38,97
165,"Activation: relu, Optimizer: Adagrad, Decay: 0.010000, Dataset-wise Standardized data",92.532,92.53599999999999,92.84,92.85,92
166,"Activation: relu, Optimizer: Adamax, Decay: 0.010000, Dataset-wise Standardized data",93.96000000000001,93.96999999999998,94.12,94.15,97
167,"Activation: relu, Optimizer: Nadam, Schedule Decay: 0.010000, Dataset-wise Standardized data",97.53399999999999,97.652,97.74000000000001,97.84,58
168,"Activation: relu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: False, Dataset-wise Standardized data",94.70199999999998,94.71199999999999,94.88,94.89,98
169,"Activation: relu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.001000, Nesterov: True, Dataset-wise Standardized data",94.63799999999999,94.63799999999999,94.83,94.83,99
170,"Activation: relu, Optimizer: rmsp, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",96.99600000000001,97.026,97.11999999999999,97.2,92
171,"Activation: relu, Optimizer: rmsp, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.366,97.37200000000001,97.47,97.50999999999999,98
172,"Activation: relu, Optimizer: Adadelta, rho: 0.500000, Decay: 0.001000, Dataset-wise Standardized data",96.53600000000002,96.55600000000003,96.74000000000001,96.78,97
173,"Activation: relu, Optimizer: Adadelta, rho: 0.900000, Decay: 0.001000, Dataset-wise Standardized data",97.102,97.11800000000001,97.34,97.34,97
174,"Activation: relu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.47999999999999,97.506,97.58,97.61,95
175,"Activation: relu, Optimizer: Adadelta, rho: 0.990000, Decay: 0.001000, Dataset-wise Standardized data",97.47999999999999,97.506,97.58,97.61,95
176,"Activation: relu, Optimizer: adam, amsgrad: 0.000000, Decay: 0.001000, Dataset-wise Standardized data",97.47600000000001,97.524,97.65,97.69,90
177,"Activation: relu, Optimizer: adam, amsgrad: 1.000000, Decay: 0.001000, Dataset-wise Standardized data",97.464,97.47600000000001,97.75,97.76,98
178,"Activation: relu, Optimizer: Adagrad, Decay: 0.001000, Dataset-wise Standardized data",95.62200000000001,95.62800000000001,95.84,95.85000000000001,98
179,"Activation: relu, Optimizer: Adamax, Decay: 0.001000, Dataset-wise Standardized data",96.94600000000001,96.954,97.1,97.11999999999999,97
180,"Activation: relu, Optimizer: Nadam, Schedule Decay: 0.001000, Dataset-wise Standardized data",97.42200000000001,97.538,97.55,97.8,47
181,"Activation: elu, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.892,97.912,97.96000000000001,98.02,92
182,"Activation: elu, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: False, Dataset-wise Standardized data",97.91000000000001,97.986,98.06,98.2,91
183,"Activation: elu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: False, Dataset-wise Standardized data",90.64,90.64,90.86999999999999,90.86999999999999,99
184,"Activation: elu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.858,97.892,97.94,98.0,89
185,"Activation: elu, Optimizer: sgd, Momentum: 0.100000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.848,97.876,97.92,97.98,98
186,"Activation: elu, Optimizer: sgd, Momentum: 0.900000, Decay: 0.000000, Nesterov: True, Dataset-wise Standardized data",97.882,97.98199999999999,98.0,98.2,34
187,"Activation: elu, Optimizer: sgd, Momentum: 0.000000, Decay: 0.010000, Nesterov: True, Dataset-wise Standardized data",90.67999999999999,90.67999999999999,90.93,90.94,99
188,"Activation: elu, Optimizer: rmsp, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.618,97.82,97.8,97.99,44
189,"Activation: elu, Optimizer: rmsp, rho: 0.990000, Decay: 0.000000, Dataset-wise Standardized data",97.87199999999999,97.932,98.03,98.17,30
190,"Activation: elu, Optimizer: rmsp, rho: 0.500000, Decay: 0.010000, Dataset-wise Standardized data",95.152,95.16199999999999,95.27,95.28999999999999,97
191,"Activation: elu, Optimizer: rmsp, rho: 0.990000, Decay: 0.010000, Dataset-wise Standardized data",95.83600000000001,95.84400000000001,95.96000000000001,95.96000000000001,97
192,"Activation: elu, Optimizer: Adadelta, rho: 0.500000, Decay: 0.000000, Dataset-wise Standardized data",97.86399999999999,97.912,97.99,98.08,74
193,"Activation: elu, Optimizer: Adadelta, rho: 0.900000, Decay: 0.000000, Dataset-wise Standardized data",97.844,97.94600000000001,97.92,98.09,36
